"product","flow","index","Unit","Date","Value"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","1999","0.133907"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2000","0.19251"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2001","0.203618"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2002","0.215731"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2003","0.208534"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2004","0.224232"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2005","0.261935"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2006","0.272467"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2007","0.30017"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2008","0.318808"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2009","0.326455"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2010","0.331097"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2011","0.32255"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2012","0.364046"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2013","0.376691"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2014","0.374201"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2015","0.407728"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2016","0.389671"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2017","0.375356"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2018","0.407427"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2019","0.443468"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2020","0.461401"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2021","0.465232"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2022","0.492966"
"Structures & parts, n.e.s., of iron, steel, aluminium","Exports","Structural Change Index (1995=0)","Index, 1=Highest change in the market shares among exporters or importers compared to 1995","2023","0.498446"
