"country","indicator","affected-product","type","Unit","Date","Value"
"China","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","129"
"Chinese Taipei","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","1"
"Chinese Taipei","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","2"
"Colombia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","2"
"Colombia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","3"
"Colombia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","12"
"Colombia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","13"
"Colombia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","85"
"Colombia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","114"
"Colombia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","38"
"Colombia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","55"
"Comoros","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","24"
"Comoros","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","27"
"Comoros","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","5"
"Comoros","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","8"
"Congo","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","1"
"Congo","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","1"
"Congo","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"Congo","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","1"
"Congo","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","44"
"Congo","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","62"
"Congo","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","15"
"Congo","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","25"
"Cook Islands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","1"
"Cook Islands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","5"
"Cook Islands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"Cook Islands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","3"
"Costa Rica","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"Costa Rica","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","1"
"Costa Rica","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","78"
"Costa Rica","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","107"
"Costa Rica","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","58"
"Costa Rica","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","71"
"Croatia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","9"
"Croatia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","9"
"Croatia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","7"
"Croatia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","8"
"Croatia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","70"
"Croatia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","101"
"Croatia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","42"
"Croatia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","56"
"Cuba","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","45"
"Cuba","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","66"
"Cuba","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","27"
"Cuba","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","41"
"Cyprus","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","8"
"Cyprus","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","8"
"Cyprus","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Cyprus","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Cyprus","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","41"
"Cyprus","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","64"
"Cyprus","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","15"
"Cyprus","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","32"
"Czechia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","8"
"Czechia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","8"
"Czechia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Czechia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Czechia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","98"
"Czechia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","140"
"Czechia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","80"
"Czechia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","101"
"Denmark","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","8"
"Denmark","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","8"
"Denmark","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Denmark","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Denmark","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","103"
"Denmark","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","148"
"Denmark","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","83"
"Denmark","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","105"
"Djibouti","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","27"
"Djibouti","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","33"
"Djibouti","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","4"
"Djibouti","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","6"
"Dominica","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","17"
"Dominica","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","21"
"Dominica","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","4"
"Dominica","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","3"
"Dominican Republic","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","1"
"Dominican Republic","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","1"
"Dominican Republic","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","73"
"Dominican Republic","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","104"
"Dominican Republic","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","54"
"Dominican Republic","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","68"
"DPR Korea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","48"
"DPR Korea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","63"
"DPR Korea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","22"
"DPR Korea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","32"
"DR Congo","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","34"
"DR Congo","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","52"
"DR Congo","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","12"
"DR Congo","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","22"
"Ecuador","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","3"
"Ecuador","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","4"
"Ecuador","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","60"
"Ecuador","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","89"
"Ecuador","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","33"
"Ecuador","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","53"
"Egypt","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","1"
"Egypt","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"Egypt","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","1"
"Egypt","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","85"
"Egypt","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","118"
"Egypt","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","43"
"Egypt","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","66"
"El Salvador","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"El Salvador","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","1"
"El Salvador","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","41"
"El Salvador","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","54"
"El Salvador","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","16"
"El Salvador","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","24"
"Equatorial Guinea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","25"
"Equatorial Guinea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","38"
"Equatorial Guinea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","12"
"Equatorial Guinea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","18"
"Eritrea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","18"
"Eritrea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","20"
"Eritrea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","7"
"Eritrea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","11"
"Estonia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","8"
"Estonia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","8"
"Estonia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Estonia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Estonia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","64"
"Estonia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","100"
"Estonia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","41"
"Estonia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","60"
"Ethiopia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","1"
"Ethiopia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","1"
"Ethiopia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","45"
"Ethiopia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","68"
"Ethiopia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","13"
"Ethiopia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","23"
"Faeroe Islands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","2"
"Faeroe Islands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","4"
"Faeroe Islands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","1"
"Falkland Islands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","2"
"Falkland Islands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","2"
"Fiji","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","28"
"Fiji","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","43"
"Fiji","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","9"
"Fiji","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","16"
"Finland","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","8"
"Finland","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","8"
"Finland","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Finland","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Finland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","106"
"Finland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","148"
"Finland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","88"
"Finland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","110"
"France","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","9"
"France","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","9"
"France","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"France","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"France","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","126"
"France","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","168"
"France","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","94"
"France","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","117"
"French Polynesia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","22"
"French Polynesia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","35"
"French Polynesia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","5"
"French Polynesia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","10"
"Gabon","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","32"
"Gabon","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","44"
"Gabon","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","20"
"Gabon","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","26"
"Gambia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","17"
"Gambia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","22"
"Gambia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","5"
"Gambia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","9"
"Georgia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","1"
"Georgia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","1"
"Georgia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","63"
"Georgia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","86"
"Georgia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","25"
"Georgia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","38"
"Germany","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","10"
"Germany","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","10"
"Germany","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Germany","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Germany","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","125"
"Germany","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","168"
"Germany","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","97"
"Germany","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","120"
"Ghana","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","52"
"Ghana","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","78"
"Ghana","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","21"
"Ghana","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","37"
"Greece","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","8"
"Greece","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","8"
"Greece","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Greece","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Greece","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","90"
"Greece","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","124"
"Greece","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","52"
"Greece","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","66"
"Greenland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","2"
"Greenland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","4"
"Greenland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","1"
"Grenada","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","13"
"Grenada","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","15"
"Grenada","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","2"
"Grenada","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","3"
"Guam","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","6"
"Guam","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","7"
"Guam","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"Guam","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","1"
"Guatemala","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","71"
"Guatemala","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","95"
"Guatemala","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","31"
"Guatemala","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","45"
"Guinea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","24"
"Guinea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","36"
"Guinea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","8"
"Guinea","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","15"
"Guinea-Bissau","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","13"
"Guinea-Bissau","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","18"
"Guinea-Bissau","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","4"
"Guinea-Bissau","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Guyana","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","26"
"Guyana","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","36"
"Guyana","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","12"
"Guyana","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","20"
"Haiti","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","34"
"Haiti","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","50"
"Haiti","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","9"
"Haiti","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","18"
"Honduras","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","57"
"Honduras","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","78"
"Honduras","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","17"
"Honduras","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","29"
"Hong Kong","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","107"
"Hong Kong","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","149"
"Hong Kong","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","88"
"Hong Kong","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","119"
"Hungary","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","8"
"Hungary","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","8"
"Hungary","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Hungary","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Hungary","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","95"
"Hungary","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","137"
"Hungary","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","77"
"Hungary","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","99"
"Iceland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","59"
"Iceland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","86"
"Iceland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","24"
"Iceland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","38"
"India","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","27"
"India","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","29"
"India","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"India","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","3"
"India","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","103"
"India","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","146"
"India","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","77"
"India","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","108"
"Indonesia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","5"
"Indonesia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","5"
"Indonesia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Indonesia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","8"
"Indonesia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","110"
"Indonesia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","153"
"Indonesia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","69"
"Indonesia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","99"
"Iran","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","68"
"Iran","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","94"
